id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incr_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
418,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN277668,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
251,East County Branch,East County,"PC245(a)(1), force",Restitution Hearing  - Continued,CE312959,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,East County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
256,East County Branch,East County,VC20001(a),Sentencing Hearing  - Pled Guilty Misdemeanor,CE315524,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,East County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
465,North County Branch,North County,"PC192(c)(1), lawful act",Sentencing Hearing  - Probation Granted Summary,CN287788,PC192(c)(1),lawful act,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
498,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN293217,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
501,North County Branch,North County,VC20001(a),Restitution Hearing  - Restitution Set,CN293887,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
514,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN296900,VC23153(a),alcohol,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
519,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN298533,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
520,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN298845,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
755,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CS249989,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
107,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD239607,PC245(a)(1),deadly w,2012,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
534,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN302805,VC20001(a),,2012,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
583,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN314053,VC20001(a),,2012,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
154,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD248343,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
282,East County Branch,East County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CE329821,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,East County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,1095,,1095,,,,,,,
597,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN316817,PC245(a)(1),deadly w,2013,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Jury Trial,,,,,,,,,,1095,,1095,,,,,,,
602,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN317368,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
610,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN319233,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
620,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN320780,PC245(a)(1),deadly w,2013,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
621,North County Branch,North County,VC20002(a),Restitution Hearing  - Restitution Set,CN320887,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
192,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD253245,VC20001(a),,2014,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,Superior Court,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
665,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN329729,VC20001(a),,2014,,00:00.0,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
227,East County Branch,East County,PC415(2),Restitution Hearing  - Other (see note),CE298410,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years - Fine,Pled Guilty Misdemeanor,East County Branch,Misdemeanor Jury Trial,,,,,,,,,,1095,,1095,,,,,,,
332,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN261950,VC20001(a),,2009,,00:00.0,Probation Summary: 3 Years - Public Work Service,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
327,North County Branch,North County,VC20001(a),Probation Modification Hearing - Granted,CN260701,VC20001(a),,2009,,00:00.0,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,10,,10,
500,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN293741,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,10,,10,
546,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN306055,VC20001(a),,2012,,00:00.0,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,10,,10,
183,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD252120,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam,,,,,,,,,,1095,,1095,,,,10,,10,
291,East County Branch,East County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CE334683,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,East County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,10,,10,
627,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN322268,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,10,,10,
590,North County Branch,North County,VC20001(a),Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CN315528,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years - Public Work Service: 12 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,12,,12,
350,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN264578,VC20001(a),,2009,,00:00.0,Probation Summary: 3 Years - Public Work Service: 20 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,20,,20,
450,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN284684,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years - Public Work Service: 20 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,20,,20,
345,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN264035,VC20001(a),,2009,,00:00.0,Probation Summary: 3 Years - Public Work Service: 20 Days - Volunteer Work Service: 160 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,20,,20,0
51,Superior Court,Central,PC148(a),Further Proceedings - Action Taken,CD228174,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam,,,,,,,,,,1095,,1095,,,,5,,5,
446,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN283811,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,5,,5,
677,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN332144,VC20001(a),,2014,Restitution Status Review Hearing,00:00.0,Probation Summary: 3 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,5,,5,
349,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN264538,VC20001(a),,2009,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
458,North County Branch,North County,VC20002(a),PC 1203.4 Motion Hearing - Granted,CN286207,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
722,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CS237879,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,7,,7,
743,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CS244000,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
473,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN289055,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
474,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN289061,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
478,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN289923,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
492,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN292401,VC20001(a),,2011,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
532,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN302362,VC20001(a),,2012,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
572,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN311934,VC20001(a),,2012,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
780,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CS260940,VC20001(a),,2012,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
604,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN317650,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
624,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN321413,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
631,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN322585,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7,,7,
417,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN277618,VC20001(a),,2010,,00:00.0,Probation Summary: 3 Years - Volunteer Work Service: 100 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,0,,,0
573,North County Branch,North County,VC20002(a),Further Proceedings - Action Taken,CN312245,VC20001(a),,2012,,00:00.0,Probation Summary: 3 Years - Volunteer Work Service: 100 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,0,,,0
560,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN308360,VC20001(a),,2012,,00:00.0,Probation Summary: 3 Years - Volunteer Work Service: 40 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,0,,,0
273,Family Protection,East County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CE323010,PC245(a)(1),deadly w,2012,,00:00.0,Probation Summary: 3 Years - Volunteer Work Service: 50 Hours,Pled Guilty Misdemeanor,Domestic Violence,Felony Jury Trial,,,,,,,,,,1095,,1095,,,,0,,,0
652,North County Branch,North County,"PC245(a)(4), force",Sentencing Hearing  - Probation Granted Summary,CN326011,PC245(a)(1),deadly w,2013,,00:00.0,Probation Summary: 3 Years - Volunteer Work Service: 60 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,0,,,0
587,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN315412,VC20001(a),,2013,,00:00.0,Probation Summary: 3 Years - Volunteer Work Service: 70 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,0,,,0
304,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - Probation Terminated,CN256095,VC23153(a),alcohol,2009,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
337,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN263179,VC23153(a),alcohol,2009,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
353,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN265352,VC23153(a),alcohol,2009,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
408,North County Branch,North County,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Summary,CN275094,VC23153(a),combine,2010,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
77,Superior Court,Central,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CD233138,VC20001(a),,2011,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
476,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN289294,VC23153(a),alcohol,2011,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
485,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN291190,VC23153(a),alcohol,2011,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
495,North County Branch,North County,"VC23153(a), drugs",Sentencing Hearing  - Probation Granted Summary,CN292590,VC23153(a),drugs,2011,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
124,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CD242146,VC23153(a),alcohol,2012,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,Pre-Trial,Preliminary Exam,,,,,,,,,,1825,,1825,,,,,,,
533,North County Branch,North County,VC23153(b),Restitution Hearing  - Restitution Set,CN302632,VC23153(a),alcohol,2012,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
574,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN312367,VC23153(a),alcohol,2012,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
576,North County Branch,North County,"VC23153(a), alcohol",Preliminary Exam Readiness - Pled Guilty Misdemeanor,CN312752,VC23153(a),alcohol,2012,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
579,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN313155,VC23153(a),combine,2012,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
783,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS261190,VC23153(a),alcohol,2012,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam,,,,,,,,,,1825,,1825,,,,,,,
294,East County Branch,East County,VC23152(b),Sentencing Hearing  - Probation Granted Summary,CE335519,VC23153(a),alcohol,2013,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,East County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
607,North County Branch,North County,VC23152(a),Sentencing Hearing  - Probation Granted Summary,CN318708,VC23153(a),alcohol,2013,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1825,,1825,,,,,,,
613,North County Branch,North County,VC23153(b),Sentencing Hearing  - Continued,CN319647,VC23153(a),alcohol,2013,Sentencing Hearing,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,1825,,1825,,,,,,,
649,North County Branch,North County,VC23153(b),Restitution Hearing  - Continued,CN325532,VC23153(a),alcohol,2013,,00:00.0,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
362,North County Branch,North County,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Summary,CN267715,VC23153(a),combine,2009,,00:00.0,Probation Summary: 5 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,10,,10,
493,North County Branch,North County,VC23152(a),Sentencing Hearing  - Probation Granted Summary,CN292424,VC23153(a),alcohol,2011,,00:00.0,Probation Summary: 5 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,10,,10,
771,South Bay Branch,South County,VC20002(a),Further Proceedings - Action Taken,CS256982,VC20001(a),,2012,,00:00.0,Probation Summary: 5 Years - Public Work Service: 12 Days,Pled Guilty Misdemeanor,South Bay Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,12,,12,
488,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN291702,VC23153(a),alcohol,2011,,00:00.0,Probation Summary: 5 Years - Public Work Service: 15 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,15,,15,
459,North County Branch,North County,VC23152(a),Felony Other Motion Hearing - Granted,CN286434,VC23153(a),alcohol,2011,,00:00.0,Probation Summary: 5 Years - Public Work Service: 22 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,22,,22,
341,North County Branch,North County,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Summary,CN263543,VC23153(a),combine,2009,,00:00.0,Probation Summary: 5 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1825,,1825,,,,5,,5,
647,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN325425,VC23153(a),alcohol,2013,,00:00.0,Probation Summary: 5 Years - Volunteer Work Service: 60 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,0,,,0
639,North County Branch,North County,VC20002(a),Misdemeanor Readiness Hearing - Pled Guilty Misdemeanor,CN324008,VC20001(a),,2013,Sentencing Hearing,00:00.0,,Pled Guilty Misdemeanor,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,,,,,,,,,,
644,North County Branch,North County,,Sentencing Hearing  - Probation Denied,CN325191,VC20001(a),,2013,,00:00.0,,Pled Guilty Misdemeanor,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,,,,,,,,,,
469,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN288200,VC20001(a),,2011,,00:00.0,Local Custody: 12 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Felony Readiness Conference,,,,,12,,,,,1095,,1095,,,,,,,
242,East County Branch,East County,VC20001(a),Restitution Status Review Hearing - Restitution Set,CE307693,VC20001(a),,2011,,00:00.0,Local Custody: 120 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,East County Branch,Preliminary Exam,,,,,120,,,,,1095,,1095,,,,,,,
726,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing after Revocation - Probation Reinstated,CS238020,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 180 Days - Probation Summary: 5 Years - Public Work Service: 30 Days,Pled Guilty Misdemeanor - Immediate Sentencing,South Bay Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,,1825,,,,30,,30,
486,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN291204,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,270,,,,,1825,1825,,,,,,,,
343,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN263623,VC10851(a),,2009,,00:00.0,Local Custody: 32 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,32,,,,,1095,,1095,,,,,,,
409,North County Branch,North County,VC20001(a),Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CN275591,VC10851(a),,2010,,00:00.0,Local Custody: 40 Days - Probation Formal: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,40,,,,,1095,1095,,,,,,,,
120,Superior Court,Central,VC23103-VC23103.5(a),Proof of Compliance Hearing - Continued on Probation / Diversion / Drug Court,CD240842,PC245(a)(1),deadly w,2012,,00:00.0,Local Custody: 5 Days - Probation Summary: 3 Years - Volunteer Work Service: 40 Hours,Pled Guilty Misdemeanor - Immediate Sentencing,Superior Court,Felony Readiness Conference,,,,,5,,,,,1095,,1095,,,,0,,,0
467,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN287885,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 5 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,5,,,,,1825,,1825,,,,,,,
83,Superior Court,Central,VC23153(b),Further Proceedings - Action Taken,CD234619,VC23153(a),alcohol,2011,Proof of Enrollment Hearing,00:00.0,Local Custody: 68 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,Superior Court,Felony Readiness Conference,,,,,68,,,,,1825,,1825,,,,,,,
427,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN279441,VC20001(a),,2010,,00:00.0,Probation Formal: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
415,North County Branch,North County,VC20002(a),Restitution Hearing  - Restitution Set,CN276649,VC20001(a),,2010,,00:00.0,Probation Formal: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,7,,7,
232,East County Branch,East County,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Summary,CE302216,VC23153(a),combine,2010,,00:00.0,Probation Summary,Pled Guilty Misdemeanor - Immediate Sentencing,East County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
